algorithm,encoding,accuracy,f1_weighted,f1_score_weighted,f1_macro,f1_score_macro,f1_micro,precision_weighted,precision_macro,recall_weighted,recall_macro,n_samples,n_classes,total_time,prediction_time,model_load_time,efficiency_score,input_data_mb,feature_dimensions,model_file,valid_samples,original_samples,has_probabilities
SVM,PS_One Hot + Wavelet,0.3179427235534775,0.3471761940731139,0.3471761940731139,0.3450515905013736,0.3450515905013736,0.3179427235534775,0.6533782842239059,0.6542154571666056,0.3179427235534775,0.31481452091248663,8555,29,164.58774733543396,164.42252206802368,0.03476762771606445,0.001931752081796844,522.2863006591797,8002,modelos/SVM/PS_One Hot + Wavelet.joblib,8555,8555,True
SVM,AS_Wavelet,0.9917007597895967,0.991703551814203,0.991703551814203,0.9917826572227606,0.9917826572227606,0.9917007597895967,0.9921749337266024,0.9923053514978256,0.9917007597895967,0.9917217332756215,8555,29,150.09750294685364,149.93732976913452,0.030971288681030273,0.006607043690398614,511.712646484375,7840,modelos/SVM/AS_Wavelet.joblib,8555,8555,True
RandomForest,PS_K-mers + FFT,0.9092928112215078,0.9158718790157535,0.9158718790157535,0.9144003810174306,0.9144003810174306,0.9092928112215078,0.9447152908115022,0.9449476947619547,0.9092928112215078,0.9070788246044342,8555,29,0.302837610244751,0.23729825019836426,0.038466453552246094,3.0025755733794908,52.08503723144531,798,modelos/RandomForest/PS_K-mers + FFT.joblib,8555,8555,True
RandomForest,PS_FFT,0.930333138515488,0.9333821689298,0.9333821689298,0.931417713393035,0.931417713393035,0.930333138515488,0.9502690322766133,0.94940269879579,0.930333138515488,0.928208531717405,8555,29,0.3324267864227295,0.281571626663208,0.023771047592163086,2.7986106310110426,52.150306701660156,799,modelos/RandomForest/PS_FFT.joblib,8555,8555,True
RandomForest,AS_K-mers + Wavelet,0.9945061367621274,0.9945058491311808,0.9945058491311808,0.9945382495844555,0.9945382495844555,0.9945061367621274,0.9945757098053389,0.9946661146419167,0.9945061367621274,0.9944803539652768,8555,29,0.6641833782196045,0.5169799327850342,0.01925492286682129,1.4973366834743425,511.64737701416016,7839,modelos/RandomForest/AS_K-mers + Wavelet.joblib,8555,8555,True
RandomForest,PS_One Hot + FFT,0.7894798363530099,0.8235633278593728,0.8235633278593728,0.8236204867068971,0.8236204867068971,0.7894798363530099,0.9379462998097698,0.9388894416140684,0.7894798363530099,0.7888185126404719,8555,29,0.5933718681335449,0.4976310729980469,0.022350788116455078,1.3304975829682049,261.01261138916016,3999,modelos/RandomForest/PS_One Hot + FFT.joblib,8555,8555,True
RandomForest,AS_One Hot + Wavelet,0.9921683226183519,0.9921661061908468,0.9921661061908468,0.9922375023597934,0.9922375023597934,0.9921683226183519,0.9925468191507613,0.992671038831582,0.9921683226183519,0.992181503390564,8555,29,1.3933026790618896,0.814096212387085,0.005404233932495117,0.7120981948347207,2557.8452682495117,39189,modelos/RandomForest/AS_One Hot + Wavelet.joblib,8555,8555,True
RandomForest,PS_K-mers,0.36271186440677966,0.4027506700229702,0.4027506700229702,0.39905109323248683,0.39905109323248683,0.36271186440677966,0.7021255847521869,0.6985908868486355,0.36271186440677966,0.35865870992908944,8555,29,0.5816242694854736,0.5154693126678467,0.03238272666931152,0.6236188608973419,104.30061340332031,1598,modelos/RandomForest/PS_K-mers.joblib,8555,8555,True
RandomForest,PS_One Hot,0.2852133255406195,0.30943714137274747,0.30943714137274747,0.30720104678944626,0.30720104678944626,0.2852133255406195,0.6658398460795693,0.6671179942387793,0.2852133255406195,0.28213891427136273,8555,29,0.7862563133239746,0.6280691623687744,0.027426481246948242,0.3627485346792989,522.15576171875,8000,modelos/RandomForest/PS_One Hot.joblib,8555,8555,True
RandomForest,AS_One Hot,0.9920514319111631,0.9920413282126016,0.9920413282126016,0.9921148040145193,0.9921148040145193,0.9920514319111631,0.9924203698810898,0.9925466970497384,0.9920514319111631,0.9920665608618284,8555,29,1.6022601127624512,1.0175731182098389,0.019957304000854492,0.6191575412813408,2557.257843017578,39180,modelos/RandomForest/AS_One Hot.joblib,8555,8555,True
RandomForest,AS_K-mers,0.9945061367621274,0.9945107861791962,0.9945107861791962,0.9945431043483371,0.9945431043483371,0.9945061367621274,0.9945903854886009,0.9946805457304575,0.9945061367621274,0.9944803539652768,8555,29,0.6418488025665283,0.5193092823028564,0.0201413631439209,1.5494398880007971,511.32102966308594,7834,modelos/RandomForest/AS_K-mers.joblib,8555,8555,True
RandomForest,AS_One Hot + FFT,0.98947983635301,0.9894542340030532,0.9894542340030532,0.9895263341597057,0.9895263341597057,0.98947983635301,0.9903398889583225,0.990412311245588,0.98947983635301,0.9895378252296445,8555,29,0.9826998710632324,0.6715161800384521,0.019064903259277344,1.0068993244930844,1278.5636520385742,19589,modelos/RandomForest/AS_One Hot + FFT.joblib,8555,8555,True
RandomForest,PS_K-mers + Wavelet,0.38620689655172413,0.42783499036657857,0.42783499036657857,0.4262698408269011,0.4262698408269011,0.38620689655172413,0.7355336757669937,0.7338311696433073,0.38620689655172413,0.3843994506698301,8555,29,0.46901369094848633,0.40294909477233887,0.025770902633666992,0.82344482475703,104.56169128417969,1602,modelos/RandomForest/PS_K-mers + Wavelet.joblib,8555,8555,True
RandomForest,AS_K-mers + FFT,0.9897136177673875,0.9896939245073283,0.9896939245073283,0.9897842253846718,0.9897842253846718,0.9897136177673875,0.9905008695937131,0.9906146945517265,0.9897136177673875,0.9897677102871159,8555,29,0.4649012088775635,0.37320899963378906,0.019305706024169922,2.1288686690166014,255.59524536132812,3916,modelos/RandomForest/AS_K-mers + FFT.joblib,8555,8555,True
RandomForest,PS_Wavelet,0.3841028638223261,0.4219210024136373,0.4219210024136373,0.42280519030782193,0.42280519030782193,0.3841028638223261,0.7449524245831606,0.745895331914687,0.3841028638223261,0.3842078797886041,8555,29,0.4322316646575928,0.36797308921813965,0.024544715881347656,0.8886504512033065,104.62696075439453,1603,modelos/RandomForest/PS_Wavelet.joblib,8555,8555,True
RandomForest,AS_FFT,0.9914669783752191,0.9914572754172445,0.9914572754172445,0.9915404854324178,0.9915404854324178,0.9914669783752191,0.9918495374149545,0.9919853784580387,0.9914669783752191,0.9914918482181503,8555,29,0.5551133155822754,0.46181797981262207,0.020560264587402344,1.7860623237531945,255.66051483154297,3917,modelos/RandomForest/AS_FFT.joblib,8555,8555,True
RandomForest,PS_One Hot + Wavelet,0.2918760958503799,0.31929205227307855,0.31929205227307855,0.31679670388706865,0.31679670388706865,0.2918760958503799,0.663990989932465,0.6638858109466523,0.2918760958503799,0.28864593853700765,8555,29,0.8132119178771973,0.6525583267211914,0.02949237823486328,0.3589176319652216,522.2863006591797,8002,modelos/RandomForest/PS_One Hot + Wavelet.joblib,8555,8555,True
RandomForest,AS_Wavelet,0.9945061367621274,0.9945052721256801,0.9945052721256801,0.9945376821957128,0.9945376821957128,0.9945061367621274,0.9945764289415324,0.994666821792507,0.9945061367621274,0.9944803539652768,8555,29,0.3794541358947754,0.24506807327270508,0.005419254302978516,2.6208862750092914,511.712646484375,7840,modelos/RandomForest/AS_Wavelet.joblib,8555,8555,True
XGBoost,PS_K-mers + FFT,0.8676797194623027,0.8838267539876106,0.8838267539876106,0.8825737008313851,0.8825737008313851,0.8676797194623027,0.9381607652451633,0.9389207133891329,0.8676797194623027,0.8654496438438148,8555,29,0.27031469345092773,0.1682758331298828,0.07811546325683594,3.2098873664069583,52.08503723144531,798,modelos/XGBoost/PS_K-mers + FFT.joblib,8555,8555,True
XGBoost,PS_FFT,0.9255406195207481,0.9270809210023153,0.9270809210023153,0.9256321079322016,0.9256321079322016,0.9255406195207481,0.9411212733974401,0.9409180784693247,0.9255406195207481,0.923495888039244,8555,29,0.19408106803894043,0.1561751365661621,0.014769792556762695,4.768835151582366,52.150306701660156,799,modelos/XGBoost/PS_FFT.joblib,8555,8555,True
XGBoost,AS_K-mers + Wavelet,0.993103448275862,0.9931011868644563,0.9931011868644563,0.9930610193989287,0.9930610193989287,0.993103448275862,0.9931633258138447,0.9931436473372912,0.993103448275862,0.9930423700283749,8555,29,0.3412153720855713,0.20554494857788086,0.007527589797973633,2.910488593189195,511.64737701416016,7839,modelos/XGBoost/AS_K-mers + Wavelet.joblib,8555,8555,True
XGBoost,PS_One Hot + FFT,0.8626534190531853,0.8810241130800156,0.8810241130800156,0.8798490443947908,0.8798490443947908,0.8626534190531853,0.9349035738678951,0.9349971349930853,0.8626534190531853,0.8607809519229228,8555,29,0.2919425964355469,0.20326709747314453,0.014572858810424805,2.9548734223292286,261.01261138916016,3999,modelos/XGBoost/PS_One Hot + FFT.joblib,8555,8555,True
XGBoost,AS_One Hot + Wavelet,0.9870251315020456,0.9868061256004402,0.9868061256004402,0.9861219976874971,0.9861219976874971,0.9870251315020456,0.9876110907876882,0.9876853099720878,0.9870251315020456,0.9857452027124513,8555,29,1.3736882209777832,0.7975118160247803,0.007457256317138672,0.7185219443750395,2557.8452682495117,39189,modelos/XGBoost/AS_One Hot + Wavelet.joblib,8555,8555,True
XGBoost,PS_K-mers,0.30999415546464054,0.3397879024800511,0.3397879024800511,0.3369240903976655,0.3369240903976655,0.30999415546464054,0.6387980651504568,0.6363978888975482,0.30999415546464054,0.30655143023560283,8555,29,0.37847137451171875,0.32965612411499023,0.015893220901489258,0.8190689609341699,104.30061340332031,1598,modelos/XGBoost/PS_K-mers.joblib,8555,8555,True
XGBoost,PS_One Hot,0.2662770309760374,0.2882138540094119,0.2882138540094119,0.28631421668945845,0.28631421668945845,0.2662770309760374,0.6075399499180946,0.6086236793884752,0.2662770309760374,0.2635182246161903,8555,29,0.6556320190429688,0.5083277225494385,0.0159759521484375,0.4061379298782937,522.15576171875,8000,modelos/XGBoost/PS_One Hot.joblib,8555,8555,True
XGBoost,AS_One Hot,0.9943892460549386,0.9943874138753264,0.9943874138753264,0.9943772943674408,0.9943772943674408,0.9943892460549386,0.9944516710449556,0.9944555636307773,0.9943892460549386,0.9943654114365411,8555,29,1.3949217796325684,0.8178486824035645,0.007139444351196289,0.7128638039595793,2557.257843017578,39180,modelos/XGBoost/AS_One Hot.joblib,8555,8555,True
XGBoost,AS_K-mers,0.994155464640561,0.9941564281331676,0.9941564281331676,0.9940914362315237,0.9940914362315237,0.994155464640561,0.9942198146112358,0.9941108927236297,0.994155464640561,0.9941355263790699,8555,29,0.3623359203338623,0.24555301666259766,0.014853477478027344,2.7437397421832475,511.32102966308594,7834,modelos/XGBoost/AS_K-mers.joblib,8555,8555,True
XGBoost,AS_One Hot + FFT,0.9918176504967855,0.9918158280413473,0.9918158280413473,0.9918784257046631,0.9918784257046631,0.9918176504967855,0.9919586513436964,0.992062964099891,0.9918176504967855,0.9918366758043572,8555,29,0.7914025783538818,0.48271989822387695,0.014299869537353516,1.2532403578464038,1278.5636520385742,19589,modelos/XGBoost/AS_One Hot + FFT.joblib,8555,8555,True
XGBoost,PS_K-mers + Wavelet,0.435885447106955,0.4633705046382067,0.4633705046382067,0.4606331297420787,0.4606331297420787,0.435885447106955,0.7320932236244306,0.7337283722358429,0.435885447106955,0.431685529852461,8555,29,0.24402785301208496,0.18955397605895996,0.014501810073852539,1.7862118677303966,104.56169128417969,1602,modelos/XGBoost/PS_K-mers + Wavelet.joblib,8555,8555,True
XGBoost,AS_K-mers + FFT,0.9870251315020456,0.9870005349312616,0.9870005349312616,0.9871357256348725,0.9871357256348725,0.9870251315020456,0.9877416095240497,0.9879014221498909,0.9870251315020456,0.9871240321261963,8555,29,0.26317596435546875,0.1752336025238037,0.014444351196289062,3.7504379775688106,255.59524536132812,3916,modelos/XGBoost/AS_K-mers + FFT.joblib,8555,8555,True
XGBoost,PS_Wavelet,0.41367621274108707,0.4263849079735565,0.4263849079735565,0.4305550453771164,0.4305550453771164,0.41367621274108707,0.684624795183813,0.6893730272070419,0.41367621274108707,0.41695372908617756,8555,29,0.27367210388183594,0.21886444091796875,0.014998197555541992,1.5115761046646576,104.62696075439453,1603,modelos/XGBoost/PS_Wavelet.joblib,8555,8555,True
XGBoost,AS_FFT,0.9904149620105202,0.9904175883485099,0.9904175883485099,0.9905181264814957,0.9905181264814957,0.9904149620105202,0.9906938863695063,0.990848988263348,0.9904149620105202,0.9904573654595297,8555,29,0.2632787227630615,0.17524075508117676,0.014014720916748047,3.761849615556845,255.66051483154297,3917,modelos/XGBoost/AS_FFT.joblib,8555,8555,True
XGBoost,PS_One Hot + Wavelet,0.2821741671537113,0.3099245370835324,0.3099245370835324,0.30762750462005284,0.30762750462005284,0.2821741671537113,0.6101477251820383,0.60982984727417,0.2821741671537113,0.2791504085242362,8555,29,0.639664888381958,0.493119478225708,0.016336441040039062,0.4411281161101012,522.2863006591797,8002,modelos/XGBoost/PS_One Hot + Wavelet.joblib,8555,8555,True
XGBoost,AS_Wavelet,0.993103448275862,0.9931034734425637,0.9931034734425637,0.9930927899484653,0.9930927899484653,0.993103448275862,0.9931752683940994,0.9931851005959524,0.993103448275862,0.9930717068244121,8555,29,0.3428041934967041,0.2076587677001953,0.007003068923950195,2.896999124036125,511.712646484375,7840,modelos/XGBoost/AS_Wavelet.joblib,8555,8555,True
